titulo,autor,disponibilidad,link,categoria,moneda,precio_numero
LA INVENCION DE LA MUERTE,"MASSA, RAFAEL",Disponible,/p/la-invencion-de-la-muerte/133754/138975,Literatura,UYU,722.5
FALLA HUMANA,DIAMELA ELTIT,Disponible,/p/falla-humana/150187/259755,Literatura,UYU,697.0
PORTOFINO 1926,J. P. O'CONNELL,Disponible,/p/portofino-1926/141215/250250,Literatura,UYU,782.0
FORJADORA DE ESPADAS 1: LA ESPADA DE LOS SECRETOS,TRICIA LEVENSELLER,Disponible,/p/forjadora-de-espadas-1-la-espada-de-los-secretos/149981/259540,Literatura,UYU,442.0
OCULTO BAJO SU PIEL,ANDRÉS NEMSEFF,Disponible,/p/oculto-bajo-su-piel/118209/251966,Literatura,UYU,722.5
MI ESPOSA Y YO COMPRAMOS UN RANCHO,MATT Y HARRISON QUERY,Disponible,/p/mi-esposa-y-yo-compramos-un-rancho/137912/143397,Literatura,UYU,892.5
FELICIDAD PERVERSA,TOVE DITLEVSEN,Disponible,/p/felicidad-perversa/150951/260556,Literatura,UYU,1317.5
DIOSES DE JADE Y SOMBRA,SILVIA MORENO GARCÍA,Disponible,/p/dioses-de-jade-y-sombra/137617/143095,Literatura,UYU,1105.0
CUANDO EL MUNDO ERA JOVEN,CARMEN KORN,Disponible,/p/cuando-el-mundo-era-joven/126427/128496,Literatura,UYU,782.0
LA MELODÍA DE LA MEMORIA,ALYSON RICHMAN,Disponible,/p/la-melodia-de-la-memoria/139220/144766,Literatura,UYU,756.5
LOS REBELDES DE ROMA,HARRY SIDEBOTTOM,Disponible,/p/los-rebeldes-de-roma/144505/253756,Literatura,UYU,892.5
LOS VENCEJOS,"ARAMBURU, FERNANDO",Disponible,/p/los-vencejos/120100/122853,Literatura,UYU,1011.5
LOCA POR LOS PLATOS,ROSANA DECIMA,Disponible,/p/loca-por-los-platos/149985/259544,Literatura,UYU,722.5
LOS CUSTODIOS DEL TIEMPO,ALYSON RICHMAN,Disponible,/p/los-custodios-del-tiempo/133468/138638,Literatura,UYU,782.0
NFIERNO GRANDE,GUILLERMO MARTÍNEZ,Disponible,/p/nfierno-grande/104449/108184,Literatura,UYU,382.5
EL AÑO DEL VIENTO,KARINA PACHECO,Disponible,/p/el-ano-del-viento/178773/282462,Literatura,UYU,926.5
LOS FIGURANTES,DELPHINE DE VIGAN,Disponible,/p/los-figurantes/178766/282455,Literatura,UYU,671.5
"MATATE, AMOR","HARWICZ, ARIANA",Disponible,/p/matate-amor/172288/276157,Literatura,UYU,756.5
DESPERDIGADOS POR EL MUNDO,YOKO TAWADA,Disponible,/p/desperdigados-por-el-mundo/178778/282468,Literatura,UYU,756.5
EN EL CAMPING,SOLEDAD PUÉRTOLAS,Disponible,/p/en-el-camping/178779/282469,Literatura,UYU,671.5
NUESTRAS VELADAS,ALAN HOLLINGHURST,Disponible,/p/nuestras-veladas/178782/282472,Literatura,UYU,841.5
LAS GRATITUDES,DELPHINE DE VIGAN,Disponible,/p/las-gratitudes/115864/117837,Literatura,UYU,671.5
SE ACABÓ EL PASTEL,NORA EPHRON,Disponible,/p/se-acabo-el-pastel/139654/145229,Literatura,UYU,756.5
EL REINO,EMMANUEL CARRÉRE,Disponible,/p/el-reino/154345/264214,Literatura,UYU,586.5
LA MELANCOLICA MUERTE DE CHICO OSTRA,TIM BURTON,Disponible,/p/la-melancolica-muerte-de-chico-ostra/57422/59135,Literatura,UYU,586.5
SEDA,ALESSANDRO BARICCO,Disponible,/p/seda/104771/117004,Literatura,UYU,501.5
ESTUPOR Y TEMBLORES,AMÉLIE NOTHOMB,Disponible,/p/estupor-y-temblores/104820/113199,Literatura,UYU,416.5
NUESTRA PARTE DE NOCHE,MARIANA ENRIQUEZ,Disponible,/p/nuestra-parte-de-noche/106616/110442,Literatura,UYU,841.5
LAS LEALTADES,DELPHINE DE VIGAN,Disponible,/p/las-lealtades/106289/110106,Literatura,UYU,671.5
LA MAQUINA DE FOLLAR,"BUKOWSKI, CHARLES",Disponible,/p/la-maquina-de-follar/66291/67882,Literatura,UYU,501.5
TRES ROSAS AMARILLAS,"CARVER,RAYMOND",Disponible,/p/tres-rosas-amarillas/65560/67086,Literatura,UYU,416.5
TODOS LOS CUENTOS (CARVER),RAYMOND CARVER,Disponible,/p/todos-los-cuentos-carver-/63547/65076,Literatura,UYU,1190.0
LA LLUVIA ANTES DE CAER,"COE, JONATHAN",Disponible,/p/la-lluvia-antes-de-caer/2691/14352,Literatura,UYU,501.5
MUJERES,"BUKOWSKI, CHARLES",Disponible,/p/mujeres/56801/58701,Literatura,UYU,501.5
EL LECTOR,"SCHLINK, BERNHARD",Disponible,/p/el-lector/36399/38817,Literatura,UYU,501.5
OCEANO MAR,ALESSANDRO BARICCO,Disponible,/p/oceano-mar/30291/67793,Literatura,UYU,501.5
LAS PARTICULAS ELEMENTALES,MICHEL HOUELLEBECQ,Disponible,/p/las-particulas-elementales/168167/59944,Literatura,UYU,586.5
EL NERVIO ÓPTICO,MARÍA GAINZA,Disponible,/p/el-nervio-optico/104932/108684,Literatura,UYU,501.5
MAGNETIZADO,"BUSQUED, CARLOS",Disponible,/p/magnetizado/75447/77514,Literatura,UYU,501.5
NADA SE OPONE A LA NOCHE,DELPHINE DE VIGAN,Disponible,/p/nada-se-opone-a-la-noche/13139/13795,Literatura,UYU,501.5
"MIS CHISTES, MI FILOSOFIA",SLAVOJ ZIZEK,Disponible,/p/mis-chistes-mi-filosofia/12984/77520,Literatura,UYU,501.5
LOLITA,"NABOKOV, VLADIMIR",Disponible,/p/lolita/179013/116740,Literatura,UYU,501.5
MARIPOSA NEGRA,KILDINA VELJACIC,Disponible,/p/mariposa-negra/133194/138354,Literatura,UYU,586.5
ES FACIL DESVIARSE,"BOSCH, MAURICIO",Disponible,/p/es-facil-desviarse/74853/76892,Literatura,UYU,671.5
LOS HOMBRES DE PIEDRA NEGRA,GABRIEL SOSA,Disponible,/p/los-hombres-de-piedra-negra/140301/145906,Literatura,UYU,552.5
KARAOKE ÑERY,NELSON DÍAZ,Disponible,/p/karaoke-nery/140302/145907,Literatura,UYU,501.5
LAS MUJERES DE NUEVA TROYA,GABRIEL SOSA,Disponible,/p/las-mujeres-de-nueva-troya/108995/112986,Literatura,UYU,501.5
LA ESTAFA DE LA MUERTE,"MASSA, RAFAEL",Disponible,/p/la-estafa-de-la-muerte/118433/121770,Literatura,UYU,501.5
NADA ES UNA VERDAD TAN GRANDE,PEDRO PEÑA,Disponible,/p/nada-es-una-verdad-tan-grande/118434/121771,Literatura,UYU,501.5
PAPELES VIEJOS,RENZO ROSSELLO,Disponible,/p/papeles-viejos/152089/261802,Literatura,UYU,501.5
MOTOTAXI,"SANTULLO, RODOLFO",Disponible,/p/mototaxi/133001/138145,Literatura,UYU,501.5
"ROBO PERFECTO, UN",EDH RODRIGUEZ,Disponible,/p/robo-perfecto-un/160445/270420,Literatura,UYU,501.5
TODO POR NADA,RENZO ROSSELLO,Disponible,/p/todo-por-nada/128999/132435,Literatura,UYU,501.5
WAMPIR,CARLOS REHERMANN,Disponible,/p/wampir/143922/253138,Literatura,UYU,637.5
APENAS LO CONOCIA,CECILIA RÍOS,Disponible,/p/apenas-lo-conocia/128073/130902,Literatura,UYU,501.5
UNA EMPRESA LLAMADA LA HUMANIDAD,NICOLÁS ALBERTE,Disponible,/p/una-empresa-llamada-la-humanidad/143583/252740,Literatura,UYU,586.5
EL VERDUGO ESCONDIDO,RENZO ROSSELLO,Disponible,/p/el-verdugo-escondido/109315/113325,Literatura,UYU,501.5
LA NOCHE QUE NO SE REPITE,"PEÑA, PEDRO",Disponible,/p/la-noche-que-no-se-repite/72642/74576,Literatura,UYU,501.5
YA NADIE VIVE EN CIERTOS LUGARES,"PEÑA, PEDRO",Disponible,/p/ya-nadie-vive-en-ciertos-lugares/59927/61425,Literatura,UYU,501.5
UN RÍO DE AGUAVIVAS,AGUSTÍN ACEVEDO KANOPA,Disponible,/p/un-rio-de-aguavivas/133002/138146,Literatura,UYU,586.5
MENTIRA. CUADERNOS DE FICCION,VARIOS AUTORES,Disponible,/p/mentira-cuadernos-de-ficcion/110381/114444,Literatura,UYU,501.5
NIÑAS VÍRGENES,YANINA VIDAL,Disponible,/p/ninas-virgenes/149423/258964,Literatura,UYU,552.5
RELATO IMPAR,"GARCÍA REY, MANUEL",Disponible,/p/relato-impar/71958/73852,Literatura,UYU,501.5
TAXI,SERGIO ALTESOR LICANDRO,Disponible,/p/taxi/73255/75227,Literatura,UYU,586.5
MISANTROPÍA,"OJEDA, ÁLVARO",Disponible,/p/misantropia/133818/139041,Literatura,UYU,501.5
RITOS EXTRAÑOS,"DONDAL, DANIEL",Disponible,/p/ritos-extranos/74382/76405,Literatura,UYU,501.5
MUERTE Y VIDA DEL SARGENTO POETA,MARTÍN BENTANCOR,Disponible,/p/muerte-y-vida-del-sargento-poeta/128074/130903,Literatura,UYU,501.5
OSO DE TRAPO,"CAVALLO, HORACIO",Disponible,/p/oso-de-trapo/75462/77531,Literatura,UYU,501.5
SEA,"SILVEIRA, CAROLINA",Disponible,/p/sea/75465/77534,Literatura,UYU,501.5
"LINEA MÁS O MENOS RECTA, UNA","CASACUBERTA, PABLO",Disponible,/p/linea-mas-o-menos-recta-una/100642/104247,Literatura,UYU,501.5
LOS ULTIMOS GERANIOS,NIDIA DI GIORGIO,Disponible,/p/los-ultimos-geranios/176935/280776,Literatura,UYU,501.5
HABLA EL HUÉRFANO,HUGO ACHUGAR,Disponible,/p/habla-el-huerfano/105502/109285,Literatura,UYU,501.5
ESOS PERROS PENSAMIENTOS,JUAN MANUEL BERTÓN,Disponible,/p/esos-perros-pensamientos/144216/253457,Literatura,UYU,501.5
INÉDITA HERENCIA,MAYRA NEBRIL,Disponible,/p/inedita-herencia/103506/107206,Literatura,UYU,501.5
LA MULA,"OJEDA, ALVARO",Disponible,/p/la-mula/72485/74411,Literatura,UYU,501.5
IRACUNDIA,ÁLVARO OJEDA,Disponible,/p/iracundia/152090/261803,Literatura,UYU,501.5
FINAL - CUADERNOS DE FICCIÓN,VARIOS AUTORES,Disponible,/p/final-cuadernos-de-ficcion/121367/124164,Literatura,UYU,501.5
GRAVEDAD,"RICHIERI, GABRIEL",Disponible,/p/gravedad/4095/4215,Literatura,UYU,501.5
HORROR. CUADERNOS DE FICCION,VARIOS AUTORES,Disponible,/p/horror-cuadernos-de-ficcion/101189/104802,Literatura,UYU,501.5
DE PATRIAS Y TUMBAS,"LEICHT, FEDERICO",Disponible,/p/de-patrias-y-tumbas/71668/73545,Literatura,UYU,501.5
ECUADOR,DIEGO DE ÁVILA,Disponible,/p/ecuador/71051/72878,Literatura,UYU,501.5
ENTUSIASMO SUBLIME,JUAN ESTÉVEZ,Disponible,/p/entusiasmo-sublime/74298/76315,Literatura,UYU,501.5
DESAMOR CUADERNOS DE FICCION,VARIOS AUTORES,Disponible,/p/desamor-cuadernos-de-ficcion/105297/109071,Literatura,UYU,501.5
EL PIANISTA DESNUDO,"GIANSANTI, JUAN",Disponible,/p/el-pianista-desnudo/106425/110250,Literatura,UYU,501.5
EL CUERPO DEL AMOR,MAYRA NEBRIL,Disponible,/p/el-cuerpo-del-amor/163064/271642,Literatura,UYU,586.5
EL CAFE DEL GRIEGO,ALTESOR SEGIO,Disponible,/p/el-cafe-del-griego/100814/104421,Literatura,UYU,501.5
EL PADRINO DE BATLLE,JORGE CASTRO VEGA,Disponible,/p/el-padrino-de-batlle/109458/113477,Literatura,UYU,501.5
ATAHUALPA,JUAN ANDRÉS ACOSTA,Disponible,/p/atahualpa/140520/146226,Literatura,UYU,501.5
VISIONES PARA EMMA,DANIEL MELLA,Disponible,/p/visiones-para-emma/110434/114500,Literatura,UYU,671.5
POGO,DANIEL MELLA,Disponible,/p/pogo/3762/114917,Literatura,UYU,501.5
ENCICLOPEDIA,"TAVARES, GONÇALO M.",Disponible,/p/enciclopedia/128747/132024,Literatura,UYU,501.5
VIAJAR NO LLEVA A NINGÚN SITIO,"PEVERONI, GABRIEL",Disponible,/p/viajar-no-lleva-a-ningun-sitio/104991/108748,Literatura,UYU,671.5
SOLITARIO DE AMOR,CRISTINA PERI ROSSI,Disponible,/p/solitario-de-amor/139448/145005,Literatura,UYU,671.5
LA INSUMISA,CRISTINA PERI ROSSI,Disponible,/p/la-insumisa/115866/112207,Literatura,UYU,637.5
LAS CHICAS DORADAS,MANUEL SORIANO,Disponible,/p/las-chicas-doradas/149666/259212,Literatura,UYU,671.5
LOS MISTERIOS DOLOROSOS,LALO BARRUBIA,Disponible,/p/los-misterios-dolorosos/104188/107913,Literatura,UYU,586.5
LOS OJOS DE UNA CIUDAD CHINA,"PEVERONI, GABRIEL",Disponible,/p/los-ojos-de-una-ciudad-china/74116/76128,Literatura,UYU,671.5
NOVIEMBRE,DANIEL MELLA,Disponible,/p/noviembre/102946/106617,Literatura,UYU,501.5
LOS MARES,RAFAEL COURTOISIE,Disponible,/p/los-mares/179630/124201,Literatura,UYU,586.5
EL FUEGO VERDE,LEANDRO DELGADO,Disponible,/p/el-fuego-verde/144123/253358,Literatura,UYU,586.5
EL OCURRIR COTIDIANO,MATÍAS PAPARAMBORDA,Disponible,/p/el-ocurrir-cotidiano/149424/258965,Literatura,UYU,586.5
EL MUSEO DE LOS ESFUERZOS INÚTILES,CRISTINA PERI ROSSI,Disponible,/p/el-museo-de-los-esfuerzos-inutiles/149664/259210,Literatura,UYU,586.5
EL LIBRO DE MIS PRIMOS,"PERI ROSSI, CRISTINA",Disponible,/p/el-libro-de-mis-primos/130430/134567,Literatura,UYU,671.5
HISPANIA HELP,MERCEDES ESTRAMIL,Disponible,/p/hispania-help/57133/122817,Literatura,UYU,501.5
DERRETIMIENTO,DANIEL MELLA,Disponible,/p/derretimiento/18047/77046,Literatura,UYU,501.5
"ESPINOS BLANCOS, FIESTAS PRIVADAS",MERCEDES ESTRAMIL,Disponible,/p/espinos-blancos-fiestas-privadas/153465/263269,Literatura,UYU,552.5
EL AGUA BLANDA,"FONTANA, HUGO",Disponible,/p/el-agua-blanda/74931/76975,Literatura,UYU,501.5
EL DIOS NEGRO,FELIPE POLLERI,Disponible,/p/el-dios-negro/140443/146053,Literatura,UYU,586.5
AVE ROC,ROBERTO ECHAVARREN,Disponible,/p/ave-roc/127669/130159,Literatura,UYU,586.5
ALERTA: ELECCIONES,LEANDRO DELGADO,Disponible,/p/alerta-elecciones/151393/261041,Literatura,UYU,586.5
ALGUIEN CAMINA SOBRE TU TUMBA,MARIANA ENRIQUEZ,Disponible,/p/alguien-camina-sobre-tu-tumba/120751/123521,Literatura,UYU,756.5
VIDA DE UN MILITANTE Y OTROS RELATOS PROLETARIOS,TAKIJI KOBAYASHI,Disponible,/p/vida-de-un-militante-y-otros-relatos-proletarios/158613/268784,Literatura,UYU,1147.5
MI NIÑERA DE LA KGB,LAURA RAMOS,Disponible,/p/mi-ninera-de-la-kgb/175427/282465,Literatura,UYU,926.5
TRES PERROS SALVAJES,MARKUS ZUSAK,Disponible,/p/tres-perros-salvajes/174437/278305,Literatura,UYU,926.5
TIERRA DE CAMPEONES,DIEGO ZÚÑIGA,Disponible,/p/tierra-de-campeones/148261/257737,Literatura,UYU,926.5
"EL HUMO, LA PATRIA O LA TUMBA",EMILIANO ZECCA,Disponible,/p/el-humo-la-patria-o-la-tumba/151878/261567,Literatura,UYU,841.5
INFÉRTIL,ROSARIO YORI,Disponible,/p/infertil/155220/265141,Literatura,UYU,841.5
SEIS CUATRO,HIDEO YOKOYAMA,Disponible,/p/seis-cuatro/116869/120141,Literatura,UYU,926.5
LA LUZ DEL NORTE,HIDEO YOKOYAMA,Disponible,/p/la-luz-del-norte/152444/262172,Literatura,UYU,926.5
TAN POCA VIDA,"YANAGIHARA, HANYA",Disponible,/p/tan-poca-vida/15276/16120,Literatura,UYU,1266.5
LA SEÑORA DALLOWAY,VIRGINIA WOOLF,Disponible,/p/la-senora-dalloway/168012/127822,Literatura,UYU,926.5
LA FIESTA DE LA SEÑORA DALLOWAY,VIRGINIA WOOLF,Disponible,/p/la-fiesta-de-la-senora-dalloway/85429/88007,Literatura,UYU,926.5
IT DIDN'T START WITH YOU,MARK WOLYNN,Disponible,/p/it-didn-039-t-start-with-you/147587/257027,Literatura,UYU,841.5
DÍAS DE FANTASMAS,JEANETTE WINTERSON,Disponible,/p/dias-de-fantasmas/148617/258116,Literatura,UYU,926.5
LAS SIETE,ROSE WILDING,Disponible,/p/las-siete/158039/268181,Literatura,UYU,926.5
EL RETRATO DE DORIAN GRAY,OSCAR WILDE,Disponible,/p/el-retrato-de-dorian-gray/179608/268572,Literatura,UYU,637.5
NUEVE LUNAS,GABRIELA WIENER,Disponible,/p/nueve-lunas/117472/120792,Literatura,UYU,926.5
EL RITMO DE HARLEM,COLSON WHITEHEAD,Disponible,/p/el-ritmo-de-harlem/141546/250601,Literatura,UYU,926.5
MANIFIESTO CRIMINAL (RAY CARNEY 2),COLSON WHITEHEAD,Disponible,/p/manifiesto-criminal-ray-carney-2-/159612/269825,Literatura,UYU,926.5
LOS CHICOS DE LA NICKEL,COLSON WHITEHEAD,Disponible,/p/los-chicos-de-la-nickel/111959/116082,Literatura,UYU,926.5
UN AMOR DE OTRA ÉPOCA,ADA WEST,Disponible,/p/un-amor-de-otra-epoca/151420/261076,Literatura,UYU,756.5
REDEEMING 6 (CHICOS DE TOMMEN 4),CHLOE WALSH,Disponible,/p/redeeming-6-chicos-de-tommen-4-/175188/279056,Literatura,UYU,1096.5
EL REY PÁLIDO,DAVID FOSTER WALLACE,Disponible,/p/el-rey-palido/172936/276823,Literatura,UYU,926.5
ENTREVISTAS BREVES CON HOMBRES REPULSIVOS,DAVID FOSTER WALLACE,Disponible,/p/entrevistas-breves-con-hombres-repulsivos/10395/276822,Literatura,UYU,926.5
22 LARGOS,CAROLINE WAHL,Disponible,/p/22-largos/172419/276279,Literatura,UYU,926.5
GALAPAGOS,KURT VONNEGUT,Disponible,/p/galapagos/161938/270796,Literatura,UYU,1011.5
LA COPA DE LEOPOLDSTADT,DAVID VOGEL,Disponible,/p/la-copa-de-leopoldstadt/118593/121936,Literatura,UYU,756.5
LUGARES ASOMBROSOS. TRAVESÍAS INSÓLITAS,LUISITO COMUNICA,Disponible,/p/lugares-asombrosos-travesias-insolitas/106238/110054,Literatura,UYU,841.5
EL FIN DE LA INOCENCIA,VIERCI PABLO,Disponible,/p/el-fin-de-la-inocencia/100750/104355,Literatura,UYU,841.5
EL NIÑO QUE HEREDO EL SILENCIO,PABLO VIERCI,Disponible,/p/el-nino-que-heredo-el-silencio/169655/273690,Literatura,UYU,841.5
EL GRAN LIBRO DE LOS PERROS,VARIOS AUTORES,Disponible,/p/el-gran-libro-de-los-perros/126175/128200,Literatura,UYU,1011.5
EL GRAN LIBRO DE LOS GATOS,VARIOS AUTORES,Disponible,/p/el-gran-libro-de-los-gatos/133986/139217,Literatura,UYU,1011.5
EL GRAN LIBRO DE LOS PÁJAROS,VV.AA.,Disponible,/p/el-gran-libro-de-los-pajaros/152183/261902,Literatura,UYU,1011.5
DOS SOLEDADES,"VARGAS LLOSA, GARCÍA MÁRQUEZ",Disponible,/p/dos-soledades/113527/117710,Literatura,UYU,756.5
EL REVERSO DE LA UTOPÍA: AMERICA LATINA Y ORIENTE MEDIO,MARIO VARGAS LLOSA,Disponible,/p/el-reverso-de-la-utopia-america-latina-y-oriente-medio/168438/272535,Literatura,UYU,1181.5
UN BÁRBARO EN PARÍS,MARIO VARGAS LLOSA,Disponible,/p/un-barbaro-en-paris/139304/144858,Literatura,UYU,926.5
LA MIRADA QUIETA,MARIO VARGAS LLOSA,Disponible,/p/la-mirada-quieta/126704/128827,Literatura,UYU,926.5
MEDIO SIGLO CON BORGES,MARIO VARGAS LLOSA,Disponible,/p/medio-siglo-con-borges/108878/112863,Literatura,UYU,756.5
EL FUEGO DE LA IMAGINACIÓN,MARIO VARGAS LLOSA,Disponible,/p/el-fuego-de-la-imaginacion/139615/145182,Literatura,UYU,1181.5
GARCÍA MÁRQUEZ: HISTORIA DE UN DEICIDIO,MARIO VARGAS LLOSA,Disponible,/p/garcia-marquez-historia-de-un-deicidio/119520/122249,Literatura,UYU,1266.5
LA FIESTA DEL CHIVO,MARIO VARGAS LLOSA,Disponible,/p/la-fiesta-del-chivo/163034/271613,Literatura,UYU,1096.5
JUNTO A UN BOSQUE INMENSO,LEO VARDIASHVILI,Disponible,/p/junto-a-un-bosque-inmenso/168454/272553,Literatura,UYU,926.5
LA GUARDIANA,YAEL VAN DER WOUDEN,Disponible,/p/la-guardiana/176696/280583,Literatura,UYU,841.5
GUARDIANA DE FUEGO (TRILOGÍA DEL FUEGO SAGRADO 1),LENA VALENTI,Disponible,/p/guardiana-de-fuego-trilogia-del-fuego-sagrado-1-/140093/145682,Literatura,UYU,841.5
MARCADA POR LAS LLAMAS (TRILOGÍA DEL FUEGO SAGRADO 2),LENA VALENTI,Disponible,/p/marcada-por-las-llamas-trilogia-del-fuego-sagrado-2-/144551/253805,Literatura,UYU,841.5
CARICIAS DEL INFIERNO (TRILOGÍA DEL FUEGO SAGRADO 3),LENA VALENTI,Disponible,/p/caricias-del-infierno-trilogia-del-fuego-sagrado-3-/147116/256518,Literatura,UYU,841.5
EL CELO,SABINA URRACA,Disponible,/p/el-celo/160326/270302,Literatura,UYU,926.5
LOS SECRETOS DE LA PAPELERIA SHIHODO,KENJI UEDA,Disponible,/p/los-secretos-de-la-papeleria-shihodo/168676/272753,Literatura,UYU,926.5
REVOLUCIÓN EN SEPIA,VALENTIN TRUJILLO,Disponible,/p/revolucion-en-sepia/103598/107306,Literatura,UYU,756.5
OJOS DE CABALLO,HENRY TRUJILLO,Disponible,/p/ojos-de-caballo/83704/252626,Literatura,UYU,841.5
MUGRE ROSA,FERNANDA TRÍAS,Disponible,/p/mugre-rosa/110024/114068,Literatura,UYU,926.5
EL MONTE DE LAS FURIAS,FERNANDA TRÍAS,Disponible,/p/el-monte-de-las-furias/158416/268575,Literatura,UYU,926.5
LAS OTRAS,ALIA TRABUCCO ZERAN,Disponible,/p/las-otras/176471/280354,Literatura,UYU,841.5
LAS HOMICIDAS,ALIA TRABUCCO ZERÁN,Disponible,/p/las-homicidas/109889/113930,Literatura,UYU,841.5
LIMPIA,ALIA TRABUCCO ZERÁN,Disponible,/p/limpia/139610/145176,Literatura,UYU,841.5
MESA PARA DOS,AMOR TOWLES,Disponible,/p/mesa-para-dos/172418/276278,Literatura,UYU,1011.5
LA SEDUCCIÓN,SARA TORRES,Disponible,/p/la-seduccion/172417/276277,Literatura,UYU,807.5
LO QUE HAY,SARA TORRES,Disponible,/p/lo-que-hay/172415/276275,Literatura,UYU,807.5
BLACKOUTS,JUSTIN TORRES,Disponible,/p/blackouts/157458/267536,Literatura,UYU,926.5
EL HOMBRE QUE CAYÓ A LA TIERRA,WALTER TEVIS,Disponible,/p/el-hombre-que-cayo-a-la-tierra/141225/250261,Literatura,UYU,926.5
BARTLEBY Y YO,GAY TALESE,Disponible,/p/bartleby-y-yo/153709/263523,Literatura,UYU,841.5
LA OLA,"STRASSER, TODD",Disponible,/p/la-ola/127303/129632,Literatura,UYU,1011.5
EL CEMENTERIO DE VENECIA,MATTEO STRUKUL,Disponible,/p/el-cementerio-de-venecia/153888/263714,Literatura,UYU,926.5
CUENTOS DE NAVEGANTES,VARIOS AUTORES,Disponible,/p/cuentos-de-navegantes/61379/62908,Literatura,UYU,1096.5
EXTRAÑO CASO DEL DOCTOR JEKYLL Y EL SEÑOR HYDE,ROBERT LOUIS STEVENSON,Disponible,/p/extrano-caso-del-doctor-jekyll-y-el-senor-hyde/158414/268573,Literatura,UYU,637.5
"LUZ DE VERANO, Y DESPUÉS LA NOCHE","STEFANSSON, JON KALMAN",Disponible,/p/luz-de-verano-y-despues-la-noche/133245/138407,Literatura,UYU,841.5
LA WEDDING PLANNER,DANIELLE STEEL,Disponible,/p/la-wedding-planner/173151/277006,Literatura,UYU,926.5
LOS WHITTIER,DANIELLE STEEL,Disponible,/p/los-whittier/176961/280802,Literatura,UYU,926.5
PALAZZO,DANIELLE STEEL,Disponible,/p/palazzo/170534/274447,Literatura,UYU,926.5
EL NOMBRE DEL PADRE,VANESSA SPRINGORA,Disponible,/p/el-nombre-del-padre/175661/279531,Literatura,UYU,926.5
NUNCA OLVIDES QUE TE QUIERO,NICHOLAS SPARKS,Disponible,/p/nunca-olvides-que-te-quiero/173583/277450,Literatura,UYU,841.5
PEQUEÑOS MILAGROS,NICHOLAS SPARKS,Disponible,/p/pequenos-milagros/155208/265127,Literatura,UYU,841.5
CUANDO LOS DESEOS SE HACEN REALIDAD,NICHOLAS SPARKS,Disponible,/p/cuando-los-deseos-se-hacen-realidad/132977/138120,Literatura,UYU,841.5
LAS VOCES,SPARK MURIEL,Disponible,/p/las-voces/131912/137017,Literatura,UYU,1011.5
DECLARACIÓN. CUENTOS REUNIDOS,"SONTAG, SUSAN",Disponible,/p/declaracion-cuentos-reunidos/84361/86818,Literatura,UYU,926.5
GRAND UNION,"SMITH, ZADIE",Disponible,/p/grand-union/128328/131248,Literatura,UYU,722.5
LA IMPOSTURA,ZADIE SMITH,Disponible,/p/la-impostura/158402/268561,Literatura,UYU,1011.5
DIENTES BLANCOS,"SMITH, ZADIE",Disponible,/p/dientes-blancos/69717/114791,Literatura,UYU,1011.5
TEJIENDO SUEÑOS,"SMITH, PATTI",Disponible,/p/tejiendo-suenos/85231/87785,Literatura,UYU,926.5
PAN DE ÁNGELES,PATTI SMITH,Disponible,/p/pan-de-angeles/176973/280814,Literatura,UYU,1096.5
DEVOCIÓN,"SMITH, PATTI",Disponible,/p/devocion/93787/97113,Literatura,UYU,671.5
LA BIBLIOTECA DE PARÍS,JANET SKESLIEN CHARLES,Disponible,/p/la-biblioteca-de-paris/119519/122248,Literatura,UYU,841.5
EL EVANGELIO SEGÚN YONG SHENG,DAI SIJIE,Disponible,/p/el-evangelio-segun-yong-sheng/154999/264910,Literatura,UYU,926.5
BEAUTIFUL GRAVES,L. J. SHEN,Disponible,/p/beautiful-graves/153705/263519,Literatura,UYU,722.5
FRANKENSTEIN O EL MODERNO PROMETEO (ED. CONMEMORATIVA),MARY W. SHELLEY,Disponible,/p/frankenstein-o-el-moderno-prometeo-ed-conmemorativa-/158411/268570,Literatura,UYU,637.5
LA ISLA DEL ÁRBOL PERDIDO,"SHAFAK, ELIF",Disponible,/p/la-isla-del-arbol-perdido/130484/134755,Literatura,UYU,926.5
EL MANTO,MARCELA SERRANO,Disponible,/p/el-manto/105980/109787,Literatura,UYU,926.5
EL ALBERGUE DE LAS MUJERES TRISTES (60 ANIV),MARCELA SERRANO,Disponible,/p/el-albergue-de-las-mujeres-tristes-60-aniv-/158038/268180,Literatura,UYU,841.5
MADRES DE LA RESISTENCIA,JORGE SEÑORANS,Disponible,/p/madres-de-la-resistencia/148626/258127,Literatura,UYU,756.5
EL CAMPO,ROBERT SEETHALER,Disponible,/p/el-campo/158036/268178,Literatura,UYU,926.5
EL PABELLÓN DE LAS PEONÍAS,LISA SEE,Disponible,/p/el-pabellon-de-las-peonias/161841/126667,Literatura,UYU,1011.5
DOS CHICAS DE SHANGAI,LISA SEE,Disponible,/p/dos-chicas-de-shangai/71187/73029,Literatura,UYU,1011.5
UN CRIMEN CON CLASE,JULIA SEALES,Disponible,/p/un-crimen-con-clase/146932/256327,Literatura,UYU,926.5
M. LA HORA DEL DESTINO,ANTONIO SCURATI,Disponible,/p/m-la-hora-del-destino/158828/269012,Literatura,UYU,1011.5
PÁJAROS EN LA BOCA Y OTROS CUENTOS,"SCHWEBLIN, SAMANTA",Disponible,/p/pajaros-en-la-boca-y-otros-cuentos/85146/87684,Literatura,UYU,841.5
