titulo,autor,precio,disponibilidad,link,categoria
NUESTRA DESQUICIADA HISTORIA DE AMOR,JANDY NELSON,"UYU 212,50",Disponible,/p/nuestra-desquiciada-historia-de-amor/156372/266411,Juveniles
JUGANDO FUERTE (WINDY CITY 2),LIZ TOMFORDE,"UYU 841,50",Disponible,/p/jugando-fuerte-windy-city-2-/179048/282733,Juveniles
LA BRUJA DE NEAR,V.E. SCHWAB,"UYU 212,50",Disponible,/p/la-bruja-de-near/139223/144769,Juveniles
EL ARTE DE LA PROFECÍA,WESLEY CHU,"UYU 212,50",Disponible,/p/el-arte-de-la-profecia/149017/258532,Juveniles
ENTRE RELOJES,CAMILA SILVA,"UYU 637,50",Disponible,/p/entre-relojes/160655/142665,Juveniles
ESOS RAROS ADOLESCENTES NUEVOS,LUCIANO LUTEREAU,"UYU 501,50",Disponible,/p/esos-raros-adolescentes-nuevos/150320/275109,Juveniles
CRUZARÉ EL TIEMPO POR TI,LEE  KKOCH NIM,"UYU 756,50",Disponible,/p/cruzare-el-tiempo-por-ti/158599/268770,Juveniles
"MÁS MADURAS, MENOS DUDAS",BEATRIZ BENA,"UYU 722,50",Disponible,/p/mas-maduras-menos-dudas/178956/282656,Juveniles
ROJO COMO SANGRE AZUL,ELIZABETH HART,"UYU 756,50",Disponible,/p/rojo-como-sangre-azul/178943/282639,Juveniles
DEL ODIO AL AMOR SOLO HAY UN FAVOR,MIA MALLEN,"UYU 722,50",Disponible,/p/del-odio-al-amor-solo-hay-un-favor/178941/282637,Juveniles
MI PLANTA DE NARANJA LIMA,DE VASCONCELOS JOSÉ MAURO,"UYU 586,50",Disponible,/p/mi-planta-de-naranja-lima/57824/109461,Juveniles
TODOS LOS LUGARES QUE MANTUVIMOS EN SECRETO,INMA RUBIALES,"UYU 1.096,50",Disponible,/p/todos-los-lugares-que-mantuvimos-en-secreto/148174/281546,Juveniles
LAS CRONICAS DE SPIDERWICK 2,TONY DITERLIZZI / HOLLY BLACK,"UYU 212,50",Disponible,/p/las-cronicas-de-spiderwick-2/129878/133733,Juveniles
LAS HERMANAS DEL VIÑEDO Y LAS PÓCIMAS MÁGICAS,DANIEL REGALIA ALZAGA,"UYU 586,50",Disponible,/p/las-hermanas-del-vinedo-y-las-pocimas-magicas/178867/282556,Juveniles
AL FINAL MUERE EL PRIMERO,"SILVERA, ADAM","UYU 212,50",Disponible,/p/al-final-muere-el-primero/133636/138850,Juveniles
LOS MISERABLES,VARIOS AUTORES,UYU 323,Disponible,/p/los-miserables/93058/96310,Juveniles
DULCES TRILLIZAS,SANDRA ESCAMES,"UYU 552,50",Disponible,/p/dulces-trillizas/178860/282551,Juveniles
PLAY ALONG,LIZ TOMFORDE,UYU 646,Disponible,/p/play-along/178859/282550,Juveniles
DEVOCIÓN SALVAJE,REBECCA ROSS,"UYU 841,50",Disponible,/p/devocion-salvaje/178546/282268,Juveniles
OBSIDIAN (SAGA LUX 1),JENNIFER L. ARMENTROUT,UYU 697,Disponible,/p/obsidian-saga-lux-1-/165592/272058,Juveniles
ONYX (SAGA LUZ II),JENNIFER L. ARMENTROUT,UYU 697,Disponible,/p/onyx-saga-luz-ii-/168270/272370,Juveniles
OPAL (SAGA LUX III),JENNIFER L. ARMENTROUT,UYU 697,Disponible,/p/opal-saga-lux-iii-/168271/272371,Juveniles
OPPOSITION (SAGA LUX V),JENNIFER L. ARMENTROUT,UYU 697,Disponible,/p/opposition-saga-lux-v-/168264/272364,Juveniles
ORIGIN (SAGA LUX IV),JENNIFER L. ARMENTROUT,UYU 697,Disponible,/p/origin-saga-lux-iv-/168263/272363,Juveniles
SECRETOS QUE QUEMAN,JENNY HAN / SIOBHAN VIVIAN,"UYU 756,50",Disponible,/p/secretos-que-queman/168612/272696,Juveniles
LA CARICIA DEL INFIERNO,JENNIFER L. ARMENTROUT,"UYU 773,50",Disponible,/p/la-caricia-del-infierno/165589/272055,Juveniles
LAS DIURNAS,ANDREA  TOMÉ,"UYU 212,50",Disponible,/p/las-diurnas/147783/257242,Juveniles
NOSOTROS,"NICHOLLS, DAVID","UYU 212,50",Disponible,/p/nosotros/156371/266410,Juveniles
UN CONCILIO DE SOMBRAS,V.E. SCHWAB,"UYU 212,50",Disponible,/p/un-concilio-de-sombras/147795/257254,Juveniles
UN VELO ESCARLATA,SHELBY MAHURIN,"UYU 212,50",Disponible,/p/un-velo-escarlata/146487/255864,Juveniles
MI LADY JANE,CYNTHIA  HAND,"UYU 212,50",Disponible,/p/mi-lady-jane/146035/255367,Juveniles
MESTIZA (SAGA COVENANT 1),JENNIFER L. ARMENTROUT,"UYU 212,50",Disponible,/p/mestiza-saga-covenant-1-/146034/255366,Juveniles
LA ESTRELLA MÁS OSCURA,JENNIFER L. ARMENTROUT,"UYU 212,50",Disponible,/p/la-estrella-mas-oscura-/148525/258018,Juveniles
LOS CHICOS DE PROMISE,NICK BROOKS,"UYU 212,50",Disponible,/p/los-chicos-de-promise/158343/268496,Juveniles
LAS PUERTAS DEL INFIERNO,VICTORIA VÍLCHEZ,"UYU 212,50",Disponible,/p/las-puertas-del-infierno/158345/268499,Juveniles
DEIDAD (SAGA COVENANT 3),JENNIFER L. ARMENTROUT,"UYU 212,50",Disponible,/p/deidad-saga-covenant-3-/159586/269795,Juveniles
LA ÚLTIMA ASTRÓNOMA,SHEA ERNSHAW,"UYU 212,50",Disponible,/p/la-ultima-astronoma/140121/145711,Juveniles
LAKELORE,ANNA-MARIE MCLEMORE,"UYU 212,50",Disponible,/p/lakelore/137681/143172,Juveniles
UN DUETO OSCURO,V.E. SCHWAB,"UYU 212,50",Disponible,/p/un-dueto-oscuro/130436/134601,Juveniles
EL ARTE DE AHOGARSE,AVA REID,"UYU 212,50",Disponible,/p/el-arte-de-ahogarse/149139/258663,Juveniles
UNA CANCION SALVAJE,V.E. SCHWAB,"UYU 212,50",Disponible,/p/una-cancion-salvaje/128397/131365,Juveniles
UN PARQUE DE DIVERSIONES SINIESTRO,KIERSTEN WHITE,"UYU 212,50",Disponible,/p/un-parque-de-diversiones-siniestro/150761/260355,Juveniles
RIVERDALE: EL DIA ANTERIOR,"OSTOW, MICOL","UYU 212,50",Disponible,/p/riverdale-el-dia-anterior/104534/108271,Juveniles
LOS TÚNELES DE HUESOS,V.E. SCHWAB,"UYU 212,50",Disponible,/p/los-tuneles-de-huesos/113435/117615,Juveniles
TEA STILTON 14: MISTERIO ENTRE BAMBALINAS,TEA STILTON,"UYU 841,50",Disponible,/p/tea-stilton-14-misterio-entre-bambalinas/107454/111326,Juveniles
TOCO Y DESCUBRO:LA GRANJA,VARIOS AUTORES,UYU 527,Disponible,/p/toco-y-descubro-la-granja/145624/254943,Juveniles
FINALE,STEPHANIE GARBER,"UYU 586,50",Disponible,/p/finale/178513/282234,Juveniles
EL GRUPO DOMAK,"LUMAGA, LUZCO",UYU 340,Disponible,/p/el-grupo-domak/2415/2466,Juveniles
JUEGOS PROHIBIDOS VOCES ANÓNIMAS,GUILLERMO LOCKHART,"UYU 586,50",Disponible,/p/juegos-prohibidos-voces-anonimas/107058/110902,Juveniles
CAMELIA Y LA FILOSOFIA,"RIVERA, JUAN ANTONIO",UYU 1.020,Disponible,/p/camelia-y-la-filosofia/74443/76471,Juveniles
TODAS LAS HISTORIAS LLEVAN TU NOMBRE,ANDREA LONGARELA,"UYU 841,50",Disponible,/p/todas-las-historias-llevan-tu-nombre/178119/281886,Juveniles
EL ALMA DEL BRUJO,BELÉN MARTÍNEZ,"UYU 1.147,50",Disponible,/p/el-alma-del-brujo/178524/282246,Juveniles
AL FINAL EL SUPERVIVIENTE QUIERE MORIR,"SILVERA, ADAM","UYU 807,50",Disponible,/p/al-final-el-superviviente-quiere-morir/178528/282250,Juveniles
LA ERA OSCURA,ANNA  BENNING,"UYU 841,50",Disponible,/p/la-era-oscura/178477/282212,Juveniles
CAMBIAR EL JUEGO,RACHEL REID,"UYU 807,50",Disponible,/p/cambiar-el-juego/177848/281623,Juveniles
QUE ENTIERREN NUESTROS HUESOS EN LA MEDIANOCHE (EDICIÓN ESPECIAL),V.E. SCHWAB,"UYU 1.011,50",Disponible,/p/que-entierren-nuestros-huesos-en-la-medianoche-edicion-especial-/173113/276968,Juveniles
SOY,FLORENCIA DEL CAMPO Y MARÍA LUQUE,"UYU 926,50",Disponible,/p/soy/154914/264823,Juveniles
SERENA A LAS ONCE,TESA ARRANZ,"UYU 1.096,50",Disponible,/p/serena-a-las-once/141303/250342,Juveniles
FUNNY STORY,EMILY HENRY,"UYU 671,50",Disponible,/p/funny-story/157298/267368,Juveniles
THE NEVERENDING STORY,MICHAEL ENDE,"UYU 671,50",Disponible,/p/the-neverending-story/177742/281539,Juveniles
TALES OF MYSTERY AND IMAGINATION,EDGAR ALLAN POE,"UYU 586,50",Disponible,/p/tales-of-mystery-and-imagination/147490/256925,Juveniles
ANNE OF GREEN GABLES,L. M. MONTGOMERY,"UYU 756,50",Disponible,/p/anne-of-green-gables/157838/267958,Juveniles
BRIDE,ALI HAZELWOOD,"UYU 586,50",Disponible,/p/bride/157740/267840,Juveniles
THE PEOPLE OF SPARKS - THE CITY OF EMBER 2,JEANNE DUPRAU,"UYU 586,50",Disponible,/p/the-people-of-sparks-the-city-of-ember-2/176621/280500,Juveniles
PUNK 57,PENELOPE DOUGLAS,"UYU 586,50",Disponible,/p/punk-57/132332/281590,Juveniles
WINGS OF STARLIGHT,ALLISON SAFT,"UYU 671,50",Disponible,/p/wings-of-starlight/175266/279144,Juveniles
THERE'S A BOY IN THE GIRL'S BATHROOM,LOUIS SACHAR,"UYU 671,50",Disponible,/p/there-039-s-a-boy-in-the-girl-039-s-bathroom/176622/280501,Juveniles
DEEP END,ALI HAZELWOOD,"UYU 586,50",Disponible,/p/deep-end/168712/280505,Juveniles
DIARY OF A WIMPY KID: HOT MESS (BOOK 19),JEFF KINNEY,"UYU 446,25",Disponible,/p/diary-of-a-wimpy-kid-hot-mess-book-19-/176047/279915,Juveniles
PROBLEMATIC SUMMER ROMANCE,ALI HAZELWOOD,"UYU 586,50",Disponible,/p/problematic-summer-romance/173516/280512,Juveniles
LA CIUDAD DE BRONCE,SHANNON  CHAKRABORTY,"UYU 212,50",Disponible,/p/la-ciudad-de-bronce/146027/255359,Juveniles
EL AMOR ES PURO TEATRO,ALBERTALLI BECKY,"UYU 212,50",Disponible,/p/el-amor-es-puro-teatro/147777/257236,Juveniles
CUANDO ME LLAMAS POR MI NOMBRE,TUCKER SHAW,"UYU 212,50",Disponible,/p/cuando-me-llamas-por-mi-nombre/148519/258012,Juveniles
FORJEMOS ESTRELLAS DE PLATA,BRIGID KEMMERER,"UYU 212,50",Disponible,/p/forjemos-estrellas-de-plata/144168/253405,Juveniles
RIVERDALE,"OSTOW, MICOL","UYU 212,50",Disponible,/p/riverdale/112563/116704,Juveniles
HADAS DE SUEÑOS E INVIERNO,"CALLIGARIS, TIFFANY","UYU 212,50",Disponible,/p/hadas-de-suenos-e-invierno/134978/140259,Juveniles
SAINT,ADRIENNE YOUNG,"UYU 212,50",Disponible,/p/saint/148537/258030,Juveniles
UN MUNDO OSCURO,A.G. HOWARD,"UYU 212,50",Disponible,/p/un-mundo-oscuro/144843/254110,Juveniles
LA CASA MARIONNE,J.  ELLE,"UYU 212,50",Disponible,/p/la-casa-marionne/147781/257240,Juveniles
ÉRASE UNA VEZ UN CANALLA,PUTNEY MARYJO,"UYU 212,50",Disponible,/p/erase-una-vez-un-canalla/125190/127131,Juveniles
LA CIUDAD DE LOS MIL OJOS,BRUNO PUELLES,"UYU 212,50",Disponible,/p/la-ciudad-de-los-mil-ojos/141137/250168,Juveniles
MEDIANOCHE (FABLE 2),ADRIENNE YOUNG,"UYU 212,50",Disponible,/p/medianoche-fable-2-/141145/250176,Juveniles
CUANDO ME LLAMAS POR MI NOMBRE,TUCKER SHAW,"UYU 212,50",Disponible,/p/cuando-me-llamas-por-mi-nombre/148519/258012,Juveniles
FORJEMOS ESTRELLAS DE PLATA,BRIGID KEMMERER,"UYU 212,50",Disponible,/p/forjemos-estrellas-de-plata/144168/253405,Juveniles
LA CIUDAD DE BRONCE,SHANNON  CHAKRABORTY,"UYU 212,50",Disponible,/p/la-ciudad-de-bronce/146027/255359,Juveniles
EL AMOR ES PURO TEATRO,ALBERTALLI BECKY,"UYU 212,50",Disponible,/p/el-amor-es-puro-teatro/147777/257236,Juveniles
HAVENFALL,"HOLLAND, SARA","UYU 212,50",Disponible,/p/havenfall/134979/140260,Juveniles
UN ASEDIO DE CIELOS ROJOS (LIGADOS AL CIELO 2),ALEX LONDON,"UYU 212,50",Disponible,/p/un-asedio-de-cielos-rojos-ligados-al-cielo-2-/150705/260293,Juveniles
POR NOSOTROS!,ALBERTALLI BECKY,"UYU 212,50",Disponible,/p/por-nosotros-/134984/140265,Juveniles
CHAOS & FLAME,JUSTINA IRELAND,"UYU 212,50",Disponible,/p/chaos-amp-flame/158342/268495,Juveniles
EL BOSQUE DE LAS COSAS PERDIDAS,SHEA ERNSHAW,"UYU 212,50",Disponible,/p/el-bosque-de-las-cosas-perdidas/161209/122184,Juveniles
UN FLECHAZO A LA LUNA,EMILY X. R. PAN,"UYU 212,50",Disponible,/p/un-flechazo-a-la-luna/149896/259449,Juveniles
NO HAY MANERA (LOS HERMANOS MARTI 5),ANNA CASANOVAS,"UYU 212,50",Disponible,/p/no-hay-manera-los-hermanos-marti-5-/143447/252597,Juveniles
MAÑANA A ESTA HORA,EMMA  STRAUB,"UYU 212,50",Disponible,/p/manana-a-esta-hora/149025/258540,Juveniles
SIEMPRE FUE GEORGIE,KATE CLAYBORN,"UYU 212,50",Disponible,/p/siempre-fue-georgie/146484/255861,Juveniles
CUANDO REESCRIBAMOS LA HISTORIA,BELÉN MARTÍNEZ,"UYU 212,50",Disponible,/p/cuando-reescribamos-la-historia/104682/108425,Juveniles
"TUYO, CON PASIÓN",GABE COLE  NOVOA,"UYU 212,50",Disponible,/p/tuyo-con-pasion/161824/270741,Juveniles
AL BORDE DE LA CAÍDA,"SERLE,  REBECCA","UYU 212,50",Disponible,/p/al-borde-de-la-caida/146797/256186,Juveniles
LA CIUDAD DE BRONCE,SHANNON  CHAKRABORTY,"UYU 212,50",Disponible,/p/la-ciudad-de-bronce/146027/255359,Juveniles
CUANDO ME LLAMAS POR MI NOMBRE,TUCKER SHAW,"UYU 212,50",Disponible,/p/cuando-me-llamas-por-mi-nombre/148519/258012,Juveniles
MEDIANOCHE (FABLE 2),ADRIENNE YOUNG,"UYU 212,50",Disponible,/p/medianoche-fable-2-/141145/250176,Juveniles
LA CIUDAD DE LOS MIL OJOS,BRUNO PUELLES,"UYU 212,50",Disponible,/p/la-ciudad-de-los-mil-ojos/141137/250168,Juveniles
ÉRASE UNA VEZ UN CANALLA,PUTNEY MARYJO,"UYU 212,50",Disponible,/p/erase-una-vez-un-canalla/125190/127131,Juveniles
UN MUNDO OSCURO,A.G. HOWARD,"UYU 212,50",Disponible,/p/un-mundo-oscuro/144843/254110,Juveniles
SAINT,ADRIENNE YOUNG,"UYU 212,50",Disponible,/p/saint/148537/258030,Juveniles
HADAS DE SUEÑOS E INVIERNO,"CALLIGARIS, TIFFANY","UYU 212,50",Disponible,/p/hadas-de-suenos-e-invierno/134978/140259,Juveniles
RIVERDALE,"OSTOW, MICOL","UYU 212,50",Disponible,/p/riverdale/112563/116704,Juveniles
BAJO LA LUZ MORTAL,KATY ROSE POOL,"UYU 212,50",Disponible,/p/bajo-la-luz-mortal/150701/260289,Juveniles
RIVERDALE - SAL DE ESTE PUEBLO,"OSTOW, MICOL","UYU 212,50",Disponible,/p/riverdale-sal-de-este-pueblo/112818/116965,Juveniles
MI DESEO ES ODIARTE,PAMELA STUPIA,"UYU 212,50",Disponible,/p/mi-deseo-es-odiarte/144832/254099,Juveniles
FINALE,STEPHANIE GARBER,"UYU 977,50",Disponible,/p/finale/178559/282281,Juveniles
EN LAS NUBES,HANNAH GRACE,"UYU 586,50",Disponible,/p/en-las-nubes/175803/281830,Juveniles
IMMORTAL DARK 2 - ETERNAL RUIN,TIGEST GIRMA,"UYU 841,50",Disponible,/p/immortal-dark-2-eternal-ruin/178065/281828,Juveniles
SALTAN CHISPAS,HANNAH GRACE,"UYU 586,50",Disponible,/p/saltan-chispas/153891/281829,Juveniles
KPOP DEMON HUNTERS: MY GOLDEN JOURNAL,HUNTRIX,"UYU 586,50",Disponible,/p/kpop-demon-hunters-my-golden-journal/178283/282029,Juveniles
LAYLA,COLLEN HOOVER,"UYU 756,50",Disponible,/p/layla/178118/281885,Juveniles
EL ARTE DE SER NOSOTROS,INMA RUBIALES,UYU 527,Disponible,/p/el-arte-de-ser-nosotros/177730/281525,Juveniles
KPOP DEMON HUNTERS: THE DELUXE JUNIOR,HUNTRIX,"UYU 586,50",Disponible,/p/kpop-demon-hunters-the-deluxe-junior/178282/282028,Juveniles
LA ESPERA,MERCEDES/ANTON RIOS HERNANDEZ,"UYU 416,50",Disponible,/p/la-espera/60079/61574,Juveniles
TWISTED GAMES,ANA HUANG,"UYU 705,50",Disponible,/p/twisted-games/156896/266951,Juveniles
CORALINE (EDICIÓN ILUSTRADA),AURÉLIE NEYRET / NAIL GAIMAN,"UYU 1.011,50",Disponible,/p/coraline-edicion-ilustrada-/128331/131251,Juveniles
SICK BOYS,CLARISSA WILD,"UYU 977,50",Disponible,/p/sick-boys/177322/281147,Juveniles
NOCTICADIA,LAKE KERI,"UYU 1.266,50",Disponible,/p/nocticadia/177342/281168,Juveniles
LA PEQUEÑA LIBRERIA DE LOS SECRETOS,JENNY COLGAN,UYU 510,Disponible,/p/la-pequena-libreria-de-los-secretos/172666/276549,Juveniles
VORACIDAD,LEIGH RIVERS,"UYU 926,50",Disponible,/p/voracidad/177325/281150,Juveniles
TOCO Y DESCUBRO: LAS MASCOTAS,VARIOS AUTORES,UYU 527,Disponible,/p/toco-y-descubro-las-mascotas/145625/254944,Juveniles
"STRANGER THINGS, LUCAS EN LA CUERDA FLOJA",SUYI  DAVIES,"UYU 841,50",Disponible,/p/stranger-things-lucas-en-la-cuerda-floja/145006/254288,Juveniles
STRANGER THINGS. HORRORES DE HAWKINS,MATTHEW J. GILBERT,"UYU 807,50",Disponible,/p/stranger-things-horrores-de-hawkins/138712/144206,Juveniles
SECRET KINGDOM 6- LA PLAYA RESPLANDECIENTE,"BANKS, ROSIE","UYU 382,50",Disponible,/p/secret-kingdom-6-la-playa-resplandeciente/79527/81703,Juveniles
HEIDI,JOHANA SPYRI,"UYU 416,50",Disponible,/p/heidi/177219/281065,Juveniles
EL LIBRO DE LOS PORQUÉS,VARIOS AUTORES,"UYU 756,50",Disponible,/p/el-libro-de-los-porques/74748/76784,Juveniles
KING OF PRIDE (KINGS OF SIN 2),ANA HUANG,UYU 629,Disponible,/p/king-of-pride-kings-of-sin-2-/156886/266941,Juveniles
BRUJA MODERNA,WALKER DALIA,UYU 1.683,Disponible,/p/bruja-moderna/104869/114436,Juveniles
TWISTED HATE,ANA HUANG,"UYU 671,50",Disponible,/p/twisted-hate/156897/266952,Juveniles
SIETE CUENTOS REGISTRADOS,VV.AA.,"UYU 548,25",Disponible,/p/siete-cuentos-registrados/130067/133969,Juveniles
OCHO CUENTOS CON NOMBRE,VV.AA.,"UYU 548,25",Disponible,/p/ocho-cuentos-con-nombre/130060/133962,Juveniles
NUEVE CUENTOS EN RED,VV.AA.,"UYU 548,25",Disponible,/p/nueve-cuentos-en-red/130059/133961,Juveniles
BITACORA DE UNA BRUJA MODERNA,DALIA F. WALKER,"UYU 1.011,50",Disponible,/p/bitacora-de-una-bruja-moderna/130002/133894,Juveniles
EL ESTUCHE TRILOGIA DIABLO VISTE A LA MODA,WEISBERGER LAUREN,"UYU 2.031,50",Disponible,/p/el-estuche-trilogia-diablo-viste-a-la-moda/177731/281528,Juveniles
SKYWARD,BRANDON SANDERSON,"UYU 722,50",Disponible,/p/skyward/147523/256959,Juveniles
PERCY JACKSON: THE LIGHTNING THIEF,RICK RIORDAN,"UYU 552,50",Disponible,/p/percy-jackson-the-lightning-thief/147503/256938,Juveniles
SANCTAS: ESTUDIO DE UNA MENTIRA,PATRICIA IBÁRCENA,"UYU 1.011,50",Disponible,/p/sanctas-estudio-de-una-mentira/177320/281145,Juveniles
EL SONIDO DEL AMOR,ASHLEY  POSTON,"UYU 926,50",Disponible,/p/el-sonido-del-amor/177324/281149,Juveniles
HASTA QUE NOS QUEDEMOS SIN ESTRELLAS,INMA RUBIALES,UYU 527,Disponible,/p/hasta-que-nos-quedemos-sin-estrellas/126433/144382,Juveniles
AL OTRO LADO DEL MUNDO,DIANA  GARCÍA TECHERA,"UYU 841,50",Disponible,/p/al-otro-lado-del-mundo/177032/280871,Juveniles
VAMPIRE ACADEMY,RICHELLE MEAD,"UYU 807,50",Disponible,/p/vampire-academy/138042/143533,Juveniles
MONSTRUOS,STEPHANE SERVANT,UYU 1.105,Disponible,/p/monstruos/176734/280627,Juveniles
GOODBYE BERLIN,WOLFGANG HERRNDORF,"UYU 841,50",Disponible,/p/goodbye-berlin/176723/280616,Juveniles
EL CLUB DEL OLVIDO,ALICE KELLEN,"UYU 841,50",Disponible,/p/el-club-del-olvido/176891/280729,Juveniles
SECRET KINGDOM 7. EL VOLCAN DE LAS BURBUJAS,ROSIE BANKS,"UYU 501,50",Disponible,/p/secret-kingdom-7-el-volcan-de-las-burbujas/102674/106338,Juveniles
HECHICERA DE HUESOS - EL AMANECER,KATHRYN PURDIE,"UYU 892,50",Disponible,/p/hechicera-de-huesos-el-amanecer/176789/280677,Juveniles
EL ATLAS DE NOSOTROS,KRISTIN  DWYER,"UYU 841,50",Disponible,/p/el-atlas-de-nosotros/176788/280675,Juveniles
MALDITA,FRANK MILLER/  THOMAS WHEELER,"UYU 722,50",Disponible,/p/maldita/106174/109986,Juveniles
ERASE UNA VEZ UN CORAZON ROTO,STEPHANIE GARBER,"UYU 586,50",Disponible,/p/erase-una-vez-un-corazon-roto/175759/279628,Juveniles
GRETA Y VALDIN,REBECCA K REILLY,"UYU 892,50",Disponible,/p/greta-y-valdin/160541/270521,Juveniles
LIBÉRAME,TAHEREH MAFI,"UYU 892,50",Disponible,/p/liberame/133673/138892,Juveniles
UNA EDUCACIÓN MORTAL,NAOMI NOVIK,"UYU 586,50",Disponible,/p/una-educacion-mortal/117428/260356,Juveniles
UNA SOMBRA EN LAS BRASAS,"ARMENTROUT, JENNIFER L.","UYU 1.181,50",Disponible,/p/una-sombra-en-las-brasas/134990/140271,Juveniles
EL DÍA QUE DEJÓ DE NEVAR EN ALASKA,ALICE KELLEN,"UYU 892,50",Disponible,/p/el-dia-que-dejo-de-nevar-en-alaska/162855/130348,Juveniles
"VALS DE LA BRUJA, EL (EDICION ESPECIAL)",BELÉN MARTÍNEZ,"UYU 1.147,50",Disponible,/p/vals-de-la-bruja-el-edicion-especial-/162831/271513,Juveniles
OBJETIVO CERO,ANTHONY MCCARTEN,"UYU 892,50",Disponible,/p/objetivo-cero/162824/271506,Juveniles
NOCHE DE CABALLEROS,ALEXENE FAROL FOLLMUTH,"UYU 841,50",Disponible,/p/noche-de-caballeros/162823/271505,Juveniles
INTENCIONES PERVERSAS,ELIZABETH HOYT,"UYU 892,50",Disponible,/p/intenciones-perversas/162820/271502,Juveniles
EL REINO DE LOS MALDITOS N°2,KERRI MANISCALCO,"UYU 892,50",Disponible,/p/el-reino-de-los-malditos-n-deg-2/137269/142736,Juveniles
HECHICERA DE HUESOS,KATHRYN PURDIE,"UYU 892,50",Disponible,/p/hechicera-de-huesos/162819/271501,Juveniles
AQUELARRE DE HUESOS,HARPER L. WOODS,"UYU 841,50",Disponible,/p/aquelarre-de-huesos/162814/271496,Juveniles
EL ÚLTIMO GRADUADO,NAOMI NOVIK,"UYU 586,50",Disponible,/p/el-ultimo-graduado/162596/268505,Juveniles
LARGA VIDA AL MAL,SARAH REES BRENNAN,"UYU 1.062,50",Disponible,/p/larga-vida-al-mal/159590/269799,Juveniles
"PRÍNCIPE CAUTIVO, EL: EL ESCLAVO",C. S.  PACAT,"UYU 841,50",Disponible,/p/principe-cautivo-el-el-esclavo/159892/270112,Juveniles
UNA SONATA DE VERANO,BELÉN MARTÍNEZ,"UYU 841,50",Disponible,/p/una-sonata-de-verano/101833/260547,Juveniles
BESTIAS Y BELLAS: DOCE CUENTOS DE HADAS TENEBROSOS,SOMAN CHAINANI,"UYU 1.096,50",Disponible,/p/bestias-y-bellas-doce-cuentos-de-hadas-tenebrosos/158747/268929,Juveniles
CARAVAL (EDICIÓN ESPECIAL),STEPHANIE GARBER,"UYU 1.096,50",Disponible,/p/caraval-edicion-especial-/158748/268930,Juveniles
FINALE (EDICIÓN ESPECIAL),STEPHANIE GARBER,"UYU 1.096,50",Disponible,/p/finale-edicion-especial-/158752/268934,Juveniles
HIJOS DORADOS,PATRICIA IBÁRCENA,"UYU 1.011,50",Disponible,/p/hijos-dorados/158753/268935,Juveniles
LEGENDARY (EDICIÓN ESPECIAL),STEPHANIE GARBER,"UYU 1.096,50",Disponible,/p/legendary-edicion-especial-/158754/268936,Juveniles
UNA HISTORIA DIVERTIDA,EMILY HENRY,"UYU 892,50",Disponible,/p/una-historia-divertida/158760/268942,Juveniles
ASESINO DE BRUJAS 2: LOS HIJOS DEL REY (EDICION ESPECIAL),SHELBY MAHURIN,"UYU 1.147,50",Disponible,/p/asesino-de-brujas-2-los-hijos-del-rey-edicion-especial-/159581/269790,Juveniles
ENCIÉNDEME,TAHEREH MAFI,"UYU 892,50",Disponible,/p/enciendeme/142754/251863,Juveniles
EL ALMA DE BRUJO,BELÉN MARTÍNEZ,"UYU 977,50",Disponible,/p/el-alma-de-brujo/142752/251861,Juveniles
UNA LUZ EN LA LLAMA,JENNIFER L. ARMENTROUT,"UYU 1.232,50",Disponible,/p/una-luz-en-la-llama/142750/251858,Juveniles
LARGA VIDA AL MAL,SARAH REES BRENNAN,"UYU 1.062,50",Disponible,/p/larga-vida-al-mal/159590/269799,Juveniles
UNA SONATA DE VERANO,BELÉN MARTÍNEZ,"UYU 841,50",Disponible,/p/una-sonata-de-verano/101833/260547,Juveniles
"PRÍNCIPE CAUTIVO, EL: EL ESCLAVO",C. S.  PACAT,"UYU 841,50",Disponible,/p/principe-cautivo-el-el-esclavo/159892/270112,Juveniles
EL REINO DE LOS MALDITOS VOL 3,KERRI MANISCALCO,"UYU 892,50",Disponible,/p/el-reino-de-los-malditos-vol-3/141150/250181,Juveniles
"PRÍNCIPE CAUTIVO II, EL: EL GUERRERO",C. S.  PACAT,"UYU 926,50",Disponible,/p/principe-cautivo-ii-el-el-guerrero/159893/270113,Juveniles
"PRÍNCIPE CAUTIVO III, EL: EL REY",C. S.  PACAT,"UYU 892,50",Disponible,/p/principe-cautivo-iii-el-el-rey/159894/270114,Juveniles
ASESINO DE BRUJAS 3 (EDICION ESPECIAL),SHELBY MAHURIN,"UYU 1.147,50",Disponible,/p/asesino-de-brujas-3-edicion-especial-/160534/270514,Juveniles
BREAKAWAY ROMPIENDO EL HIELO,GRACE REILLY,"UYU 892,50",Disponible,/p/breakaway-rompiendo-el-hielo/160536/270516,Juveniles
WISTERIA (BELLADONA 3),ADALYN GRACE,"UYU 926,50",Disponible,/p/wisteria-belladona-3-/160553/270533,Juveniles
LA VIDA INVISIBLE DE ADDIE LARUE,V.E. SCHWAB,"UYU 671,50",Disponible,/p/la-vida-invisible-de-addie-larue/161719/258937,Juveniles
LA MALDICIÓN DEL AMOR VERDADERO,STEPHANIE GARBER,"UYU 977,50",Disponible,/p/la-maldicion-del-amor-verdadero/161225/262896,Juveniles
SOLO QUEDO NUESTRA HISTORIA,"SILVERA,  ADAM","UYU 841,50",Disponible,/p/solo-quedo-nuestra-historia/100926/104533,Juveniles
